,precision,recall,f1-score,support
34,0.0,0.0,0.0,7.0
35,0.95,0.6666666666666666,0.7835051546391752,57.0
36,0.8987341772151899,0.8987341772151899,0.8987341772151899,79.0
37,0.8333333333333334,0.8536585365853658,0.8433734939759037,41.0
38,0.8545454545454545,0.9690721649484536,0.9082125603864734,97.0
39,0.7619047619047619,1.0,0.8648648648648648,96.0
40,0.8484848484848485,1.0,0.9180327868852458,112.0
41,0.7567567567567568,0.5490196078431373,0.6363636363636364,51.0
42,0.9411764705882353,0.25806451612903225,0.4050632911392405,62.0
43,0.8135593220338984,0.9795918367346939,0.888888888888889,98.0
44,0.8235294117647058,0.7636363636363637,0.7924528301886793,55.0
45,1.0,0.24,0.3870967741935484,50.0
46,0.7777777777777778,0.6730769230769231,0.7216494845360825,52.0
47,0.9655172413793104,0.7,0.8115942028985508,80.0
48,0.9565217391304348,0.4,0.5641025641025641,55.0
49,0.5,0.4583333333333333,0.4782608695652174,24.0
50,0.9538461538461539,0.8732394366197183,0.9117647058823529,71.0
51,0.797979797979798,0.9404761904761905,0.8633879781420766,84.0
52,0.8737864077669902,0.967741935483871,0.9183673469387754,93.0
53,0.9603960396039604,1.0,0.9797979797979798,97.0
54,0.7154471544715447,1.0,0.8341232227488152,88.0
55,0.6162790697674418,0.7681159420289855,0.6838709677419355,69.0
56,0.8354430379746836,0.825,0.8301886792452831,80.0
57,0.8809523809523809,0.961038961038961,0.9192546583850931,77.0
58,0.8688524590163934,0.9724770642201835,0.9177489177489178,109.0
59,0.6944444444444444,0.9868421052631579,0.8152173913043478,76.0
60,0.9333333333333333,0.8045977011494253,0.8641975308641976,87.0
61,0.8482142857142857,0.9895833333333334,0.9134615384615384,96.0
